Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,randomiser-fj1y,Question Key,Response
1,1571755950040,22/10/2019 14:52:30,1571755951855,1,22/10/2019 15:52:31,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1536x754,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571755992307,22/10/2019 14:53:12,1571755994238,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,eligibility,Yes
3,1571755992433,22/10/2019 14:53:12,1571755994239,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,eligibility-quantised,1
4,1571755992433,22/10/2019 14:53:12,1571755994239,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571755992433,22/10/2019 14:53:12,1571755994239,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571755992433,22/10/2019 14:53:12,1571755994239,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571755992433,22/10/2019 14:53:12,1571755994240,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571755992433,22/10/2019 14:53:12,1571755994240,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571755992433,22/10/2019 14:53:12,1571755994240,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571755992433,22/10/2019 14:53:12,1571755994240,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571755992433,22/10/2019 14:53:12,1571755994240,1,22/10/2019 15:53:14,10353,4,questionnaire-kcu3,,3226684,5d1a0cee19d2ed0017e21a26,895676,,complete,,5daf179d41fbb6001660d0a9,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,END QUESTIONNAIRE,42385
1,1571755989931,22/10/2019 14:53:09,1571755989341,1,22/10/2019 15:53:09,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1280x610,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571756078924,22/10/2019 14:54:38,1571756078421,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,eligibility,Yes
3,1571756079018,22/10/2019 14:54:39,1571756078422,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,eligibility-quantised,1
4,1571756079018,22/10/2019 14:54:39,1571756078422,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571756079018,22/10/2019 14:54:39,1571756078422,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,END QUESTIONNAIRE,89082
7,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571756079018,22/10/2019 14:54:39,1571756078423,1,22/10/2019 15:54:38,10353,4,questionnaire-kcu3,,3226696,5da59a5264995200110bef1a,895680,,complete,,5daf17c07ac8810017839036,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1280x720,1263x610,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
1,1571756049384,22/10/2019 14:54:09,1571756049797,-4,22/10/2019 10:54:09,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x661,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571756079377,22/10/2019 14:54:39,1571756079815,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,eligibility,Yes
3,1571756079550,22/10/2019 14:54:39,1571756079817,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,eligibility-quantised,1
4,1571756079550,22/10/2019 14:54:39,1571756079817,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571756079550,22/10/2019 14:54:39,1571756079817,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571756079550,22/10/2019 14:54:39,1571756079818,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571756079550,22/10/2019 14:54:39,1571756079818,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571756079550,22/10/2019 14:54:39,1571756079818,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571756079550,22/10/2019 14:54:39,1571756079818,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571756079550,22/10/2019 14:54:39,1571756079818,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571756079550,22/10/2019 14:54:39,1571756079819,-4,22/10/2019 10:54:39,10353,4,questionnaire-kcu3,,3226708,5d2f7037b7548d0018c3709b,895683,,complete,,5daf17ff6726310013bf7d57,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1349x661,,consent form,8,eligible,2,END QUESTIONNAIRE,30022
1,1571756072190,22/10/2019 14:54:32,1571756071021,1,22/10/2019 15:54:31,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571756104995,22/10/2019 14:55:04,1571756103892,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,eligibility,Yes
3,1571756105106,22/10/2019 14:55:05,1571756103895,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,eligibility-quantised,1
4,1571756105106,22/10/2019 14:55:05,1571756103895,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571756105106,22/10/2019 14:55:05,1571756103895,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571756105106,22/10/2019 14:55:05,1571756103895,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571756105106,22/10/2019 14:55:05,1571756103896,1,22/10/2019 15:55:03,10353,4,questionnaire-kcu3,,3226711,5d02bcfe4f34fa00160c90e7,895684,,complete,,5daf1818952fb10014a92e65,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1520x751,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
